node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
wild_ancestor:CWR_pool_for_Prunus_mira	wild_ancestor	CWR pool for Prunus mira	Prunus mira	"{""context_crop"": ""Prunus mira"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_davidiana	wild_ancestor	CWR pool for Prunus davidiana	Prunus davidiana	"{""context_crop"": ""Prunus davidiana"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_kansuensis	wild_ancestor	CWR pool for Prunus kansuensis	Prunus kansuensis	"{""context_crop"": ""Prunus kansuensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_ferganensis	wild_ancestor	CWR pool for Prunus ferganensis	Prunus ferganensis	"{""context_crop"": ""Prunus ferganensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_avium_subsp._avium	wild_ancestor	CWR pool for Prunus avium subsp. avium	Prunus avium subsp. avium	"{""context_crop"": ""Prunus avium subsp. avium"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_cerasifera	wild_ancestor	CWR pool for Prunus cerasifera	Prunus cerasifera	"{""context_crop"": ""Prunus cerasifera"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_spinosa	wild_ancestor	CWR pool for Prunus spinosa	Prunus spinosa	"{""context_crop"": ""Prunus spinosa"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_salicina	wild_ancestor	CWR pool for Prunus salicina	Prunus salicina	"{""context_crop"": ""Prunus salicina"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_simonii	wild_ancestor	CWR pool for Prunus simonii	Prunus simonii	"{""context_crop"": ""Prunus simonii"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_angustifolia	wild_ancestor	CWR pool for Prunus angustifolia	Prunus angustifolia	"{""context_crop"": ""Prunus angustifolia"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Fragaria_chiloensis	wild_ancestor	CWR pool for Fragaria chiloensis	Fragaria chiloensis	"{""context_crop"": ""Fragaria chiloensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Fragaria_virginiana	wild_ancestor	CWR pool for Fragaria virginiana	Fragaria virginiana	"{""context_crop"": ""Fragaria virginiana"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Fragaria_iinumae	wild_ancestor	CWR pool for Fragaria iinumae	Fragaria iinumae	"{""context_crop"": ""Fragaria iinumae"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Fragaria_vesca	wild_ancestor	CWR pool for Fragaria vesca	Fragaria vesca	"{""context_crop"": ""Fragaria vesca"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Fragaria_viridis	wild_ancestor	CWR pool for Fragaria viridis	Fragaria viridis	"{""context_crop"": ""Fragaria viridis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Citrus_maxima	wild_ancestor	CWR pool for Citrus maxima	Citrus maxima	"{""context_crop"": ""Citrus maxima"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Citrus_medica	wild_ancestor	CWR pool for Citrus medica	Citrus medica	"{""context_crop"": ""Citrus medica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
